Title,Description,Vintage,Dataset Name,Dataset Type,Geography List,Variable List,Group List,SortList,Examples,Developer Documentation,API Base URL,Survey,Subtype1,Subtype2,Subtype3,Month,identifier,id_name,SurveyID,Has Example,Has Sort,Has Geography
Finance and Insurance: Subject Series - Misc Subjects: Credit Card Services Income for the U.S.: 2012,Finance and Insurance: Subject Series - Misc Subjects: Credit Card Services Income for the U.S.: 2012.,2012.0,ecnccard,Aggregate,http://api.census.gov/data/2012/ecnccard/geography.html,http://api.census.gov/data/2012/ecnccard/variables.html,http://api.census.gov/data/2012/ecnccard/groups.html,http://api.census.gov/data/2012/ecnccard/sorts.html,http://api.census.gov/data/2012/ecnccard/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnccard,ecnccard,,,,,https://api.census.gov/data/id/ECNCCARD2012,ECNCCARD2012,ECNCCARD2012,Has Example,No Sort,Has Geography
2012 Economic Census - Economic Census US Economic Class of Customer,"The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.This dataset presents data for a variety of industry-specific topics for establishments of firms with payroll.  Presentation of data varies by kind of business.",2012.0,ecnclcust,Aggregate,http://api.census.gov/data/2012/ecnclcust/geography.html,http://api.census.gov/data/2012/ecnclcust/variables.html,http://api.census.gov/data/2012/ecnclcust/groups.html,http://api.census.gov/data/2012/ecnclcust/sorts.html,http://api.census.gov/data/2012/ecnclcust/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnclcust,ecnclcust,,,,,https://api.census.gov/data/id/ECNCLCUST2012,ECNCLCUST2012,ECNCLCUST2012,Has Example,No Sort,Has Geography
"Wholesale Trade: Subject Series - Misc Subjects: Sales and Commissions of Electronic Markets, Agents, Brokers, and Commission Merchants for the U.S.: 2012","Wholesale Trade: Subject Series - Misc Subjects: Sales and Commissions of Electronic Markets, Agents, Brokers, and Commission Merchants for the U.S.: 2012.",2012.0,ecncomm,Aggregate,http://api.census.gov/data/2012/ecncomm/geography.html,http://api.census.gov/data/2012/ecncomm/variables.html,http://api.census.gov/data/2012/ecncomm/groups.html,http://api.census.gov/data/2012/ecncomm/sorts.html,http://api.census.gov/data/2012/ecncomm/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecncomm,ecncomm,,,,,https://api.census.gov/data/id/ECNCOMM2012,ECNCOMM2012,ECNCOMM2012,Has Example,No Sort,Has Geography
All sectors: Core Business Statistics Series: Comparative Statistics for the U.S. and the States (2007 NAICS Basis): 2012 and 2007,"This dataset presents statistics on: the number of establishments; sales, value of shipments, or revenue; annual payroll; and number of employees at the 2-6 digit NAICS levels for the current and previous economic censuses for the U.S., states, and offshore areas (Mining sector only). Includes only establishments of firms with paid employees.",2012.0,ecncomp,Aggregate,http://api.census.gov/data/2012/ecncomp/geography.html,http://api.census.gov/data/2012/ecncomp/variables.html,http://api.census.gov/data/2012/ecncomp/groups.html,http://api.census.gov/data/2012/ecncomp/sorts.html,http://api.census.gov/data/2012/ecncomp/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecncomp,ecncomp,,,,,https://api.census.gov/data/id/ECNCOMP2012,ECNCOMP2012,ECNCOMP2012,Has Example,No Sort,Has Geography
Subject Series - Misc Subjects: Construction Activity for Selected Industries for the selected geographies: 2012,Subject Series - Misc Subjects: Construction Activity for Selected Industries for the selected geographies: 2012.,2012.0,ecnconact,Aggregate,http://api.census.gov/data/2012/ecnconact/geography.html,http://api.census.gov/data/2012/ecnconact/variables.html,http://api.census.gov/data/2012/ecnconact/groups.html,http://api.census.gov/data/2012/ecnconact/sorts.html,http://api.census.gov/data/2012/ecnconact/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnconact,ecnconact,,,,,https://api.census.gov/data/id/ECNCONACT2012,ECNCONACT2012,ECNCONACT2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Concession Operators for the U.S. and States: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Concession Operators for the U.S. and States: 2012.,2012.0,ecnconcess,Aggregate,http://api.census.gov/data/2012/ecnconcess/geography.html,http://api.census.gov/data/2012/ecnconcess/variables.html,http://api.census.gov/data/2012/ecnconcess/groups.html,http://api.census.gov/data/2012/ecnconcess/sorts.html,http://api.census.gov/data/2012/ecnconcess/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnconcess,ecnconcess,,,,,https://api.census.gov/data/id/ECNCONCESS2012,ECNCONCESS2012,ECNCONCESS2012,Has Example,No Sort,Has Geography
Finance and Insurance: Subject Series - Misc Subjects: Types of Credit Financing Services Income for the U.S.: 2012,Finance and Insurance: Subject Series - Misc Subjects: Types of Credit Financing Services Income for the U.S.: 2012.,2012.0,ecncrfin,Aggregate,http://api.census.gov/data/2012/ecncrfin/geography.html,http://api.census.gov/data/2012/ecncrfin/variables.html,http://api.census.gov/data/2012/ecncrfin/groups.html,http://api.census.gov/data/2012/ecncrfin/sorts.html,http://api.census.gov/data/2012/ecncrfin/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecncrfin,ecncrfin,,,,,https://api.census.gov/data/id/ECNCRFIN2012,ECNCRFIN2012,ECNCRFIN2012,Has Example,No Sort,Has Geography
Information: Subject Series - Misc Subjects: Receipts by type of Dissemination Media for the U.S.: 2012,Information: Subject Series - Misc Subjects: Receipts by type of Dissemination Media for the U.S.: 2012.,2012.0,ecndissmed,Aggregate,http://api.census.gov/data/2012/ecndissmed/geography.html,http://api.census.gov/data/2012/ecndissmed/variables.html,http://api.census.gov/data/2012/ecndissmed/groups.html,http://api.census.gov/data/2012/ecndissmed/sorts.html,http://api.census.gov/data/2012/ecndissmed/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecndissmed,ecndissmed,,,,,https://api.census.gov/data/id/ECNDISSMED2012,ECNDISSMED2012,ECNDISSMED2012,Has Example,No Sort,Has Geography
Wholesale Trade: Subject Series - Misc Subjects: Employment by Primary Function for the U.S.: 2012,Wholesale Trade: Subject Series - Misc Subjects: Employment by Primary Function for the U.S.: 2012.,2012.0,ecnempfunc,Aggregate,http://api.census.gov/data/2012/ecnempfunc/geography.html,http://api.census.gov/data/2012/ecnempfunc/variables.html,http://api.census.gov/data/2012/ecnempfunc/groups.html,http://api.census.gov/data/2012/ecnempfunc/sorts.html,http://api.census.gov/data/2012/ecnempfunc/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnempfunc,ecnempfunc,,,,,https://api.census.gov/data/id/ECNEMPFUNC2012,ECNEMPFUNC2012,ECNEMPFUNC2012,Has Example,No Sort,Has Geography
2012 Economic Census - Economic Census US Enterprise Support,Economic Census Summary Statistics for Enterprise Support Establishments by Industry,2012.0,ecnentsup,Aggregate,http://api.census.gov/data/2012/ecnentsup/geography.html,http://api.census.gov/data/2012/ecnentsup/variables.html,http://api.census.gov/data/2012/ecnentsup/groups.html,http://api.census.gov/data/2012/ecnentsup/sorts.html,http://api.census.gov/data/2012/ecnentsup/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnentsup,ecnentsup,,,,,https://api.census.gov/data/id/ECNENTSUP2012,ECNENTSUP2012,ECNENTSUP2012,Has Example,No Sort,Has Geography
Wholesale Trade: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011,Wholesale Trade: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011.,2012.0,ecneoyinv,Aggregate,http://api.census.gov/data/2012/ecneoyinv/geography.html,http://api.census.gov/data/2012/ecneoyinv/variables.html,http://api.census.gov/data/2012/ecneoyinv/groups.html,http://api.census.gov/data/2012/ecneoyinv/sorts.html,http://api.census.gov/data/2012/ecneoyinv/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecneoyinv,ecneoyinv,,,,,https://api.census.gov/data/id/ECNEOYINV2012,ECNEOYINV2012,ECNEOYINV2012,Has Example,No Sort,Has Geography
Transportation and Warehousing: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011,Transportation and Warehousing: Subject Series - Misc Subjects: End-of-Year Inventories for the U.S.: 2012 and 2011.,2012.0,ecneoyinvwh,Aggregate,http://api.census.gov/data/2012/ecneoyinvwh/geography.html,http://api.census.gov/data/2012/ecneoyinvwh/variables.html,http://api.census.gov/data/2012/ecneoyinvwh/groups.html,http://api.census.gov/data/2012/ecneoyinvwh/sorts.html,http://api.census.gov/data/2012/ecneoyinvwh/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecneoyinvwh,ecneoyinvwh,,,,,https://api.census.gov/data/id/ECNEOYINVWH2012,ECNEOYINVWH2012,ECNEOYINVWH2012,Has Example,No Sort,Has Geography
Transportation and Warehousing: Subject Series - Misc Subjects: Revenue-Generating Equipment for Passenger Transportation for the U.S. and States: 2012,Transportation and Warehousing: Subject Series - Misc Subjects: Revenue-Generating Equipment for Passenger Transportation for the U.S. and States: 2012.,2012.0,ecnequip,Aggregate,http://api.census.gov/data/2012/ecnequip/geography.html,http://api.census.gov/data/2012/ecnequip/variables.html,http://api.census.gov/data/2012/ecnequip/groups.html,http://api.census.gov/data/2012/ecnequip/sorts.html,http://api.census.gov/data/2012/ecnequip/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnequip,ecnequip,,,,,https://api.census.gov/data/id/ECNEQUIP2012,ECNEQUIP2012,ECNEQUIP2012,Has Example,No Sort,Has Geography
Utilities: Subject Series - Misc Subjects: Exported Energy to Canada and Mexico for the U.S.: 2012,Utilities: Subject Series - Misc Subjects: Exported Energy to Canada and Mexico for the U.S.: 2012.,2012.0,ecnexpnrg,Aggregate,http://api.census.gov/data/2012/ecnexpnrg/geography.html,http://api.census.gov/data/2012/ecnexpnrg/variables.html,http://api.census.gov/data/2012/ecnexpnrg/groups.html,http://api.census.gov/data/2012/ecnexpnrg/sorts.html,http://api.census.gov/data/2012/ecnexpnrg/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnexpnrg,ecnexpnrg,,,,,https://api.census.gov/data/id/ECNEXPNRG2012,ECNEXPNRG2012,ECNEXPNRG2012,Has Example,No Sort,Has Geography
2012 Economic Census - Economic Census Exported Services Data,"The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.This dataset presents data for exported services for selected industries.",2012.0,ecnexpsvc,Aggregate,http://api.census.gov/data/2012/ecnexpsvc/geography.html,http://api.census.gov/data/2012/ecnexpsvc/variables.html,http://api.census.gov/data/2012/ecnexpsvc/groups.html,http://api.census.gov/data/2012/ecnexpsvc/sorts.html,http://api.census.gov/data/2012/ecnexpsvc/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnexpsvc,ecnexpsvc,,,,,https://api.census.gov/data/id/ECNEXPSVC2012,ECNEXPSVC2012,ECNEXPSVC2012,Has Example,No Sort,Has Geography
Retail Trade: Subject Series - Misc Subjects:States: Floor Space by Selected Industry for the U.S. and States: 2012,Retail Trade: Subject Series - Misc Subjects: Floor Space by Selected Industry for the U.S. and States: 2012.,2012.0,ecnflspace,Aggregate,http://api.census.gov/data/2012/ecnflspace/geography.html,http://api.census.gov/data/2012/ecnflspace/variables.html,http://api.census.gov/data/2012/ecnflspace/groups.html,http://api.census.gov/data/2012/ecnflspace/sorts.html,http://api.census.gov/data/2012/ecnflspace/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnflspace,ecnflspace,,,,,https://api.census.gov/data/id/ECNFLSPACE2012,ECNFLSPACE2012,ECNFLSPACE2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Primary Type of Food Service for the U.S. and States: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Primary Type of Food Service for the U.S. and States: 2012.,2012.0,ecnfoodsvc,Aggregate,http://api.census.gov/data/2012/ecnfoodsvc/geography.html,http://api.census.gov/data/2012/ecnfoodsvc/variables.html,http://api.census.gov/data/2012/ecnfoodsvc/groups.html,http://api.census.gov/data/2012/ecnfoodsvc/sorts.html,http://api.census.gov/data/2012/ecnfoodsvc/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnfoodsvc,ecnfoodsvc,,,,,https://api.census.gov/data/id/ECNFOODSVC2012,ECNFOODSVC2012,ECNFOODSVC2012,Has Example,No Sort,Has Geography
"Core Business Statistics Series, 2012: Franchise Status for Selected Industries and States","Core Business Statistics Series, 2012: Franchise Status for Selected Industries and States",2012.0,ecnfran,Aggregate,http://api.census.gov/data/2012/ecnfran/geography.html,http://api.census.gov/data/2012/ecnfran/variables.html,http://api.census.gov/data/2012/ecnfran/groups.html,http://api.census.gov/data/2012/ecnfran/sorts.html,http://api.census.gov/data/2012/ecnfran/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnfran,ecnfran,,,,,https://api.census.gov/data/id/ECNFRAN2012,ECNFRAN2012,ECNFRAN2012,Has Example,No Sort,Has Geography
"Health Care and Social Assistance: Subject Series - Misc Subjects: Grants, Transferred Contributions and Similar Payments, with Net Expenses for the U.S.: 2012","Health Care and Social Assistance: Subject Series - Misc Subjects: Grants, Transferred Contributions and Similar Payments, with Net Expenses for the U.S.: 2012.",2012.0,ecngrant,Aggregate,http://api.census.gov/data/2012/ecngrant/geography.html,http://api.census.gov/data/2012/ecngrant/variables.html,http://api.census.gov/data/2012/ecngrant/groups.html,http://api.census.gov/data/2012/ecngrant/sorts.html,http://api.census.gov/data/2012/ecngrant/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecngrant,ecngrant,,,,,https://api.census.gov/data/id/ECNGRANT2012,ECNGRANT2012,ECNGRANT2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Number of Guestrooms for the U.S. and States: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Number of Guestrooms for the U.S. and States: 2012.,2012.0,ecnguest,Aggregate,http://api.census.gov/data/2012/ecnguest/geography.html,http://api.census.gov/data/2012/ecnguest/variables.html,http://api.census.gov/data/2012/ecnguest/groups.html,http://api.census.gov/data/2012/ecnguest/sorts.html,http://api.census.gov/data/2012/ecnguest/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnguest,ecnguest,,,,,https://api.census.gov/data/id/ECNGUEST2012,ECNGUEST2012,ECNGUEST2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Guestroom Size of Establishments for the U.S.: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Guestroom Size of Establishments for the U.S. and States: 2012.,2012.0,ecnguestsize,Aggregate,http://api.census.gov/data/2012/ecnguestsize/geography.html,http://api.census.gov/data/2012/ecnguestsize/variables.html,http://api.census.gov/data/2012/ecnguestsize/groups.html,http://api.census.gov/data/2012/ecnguestsize/sorts.html,http://api.census.gov/data/2012/ecnguestsize/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnguestsize,ecnguestsize,,,,,https://api.census.gov/data/id/ECNGUESTSIZE2012,ECNGUESTSIZE2012,ECNGUESTSIZE2012,Has Example,No Sort,Has Geography
Health Care and Social Assistance: Subject Series - Misc Subjects: Ownership and Control of Government Hospitals for the U.S.: 2012,Health Care and Social Assistance: Subject Series - Misc Subjects: Ownership and Control of Government Hospitals for the U.S.: 2012.,2012.0,ecnhosp,Aggregate,http://api.census.gov/data/2012/ecnhosp/geography.html,http://api.census.gov/data/2012/ecnhosp/variables.html,http://api.census.gov/data/2012/ecnhosp/groups.html,http://api.census.gov/data/2012/ecnhosp/sorts.html,http://api.census.gov/data/2012/ecnhosp/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnhosp,ecnhosp,,,,,https://api.census.gov/data/id/ECNHOSP2012,ECNHOSP2012,ECNHOSP2012,Has Example,No Sort,Has Geography
Manufacturing: Summary Series: General Summary: Method of Inventory Valuation by Subsector and Industries: 2012,Manufacturing: Summary Series: General Summary: Method of Inventory Valuation by Subsector and Industries: 2012.,2012.0,ecninvval,Aggregate,http://api.census.gov/data/2012/ecninvval/geography.html,http://api.census.gov/data/2012/ecninvval/variables.html,http://api.census.gov/data/2012/ecninvval/groups.html,http://api.census.gov/data/2012/ecninvval/sorts.html,http://api.census.gov/data/2012/ecninvval/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecninvval,ecninvval,,,,,https://api.census.gov/data/id/ECNINVVAL2012,ECNINVVAL2012,ECNINVVAL2012,Has Example,No Sort,Has Geography
Economic Census: Core Statistics: US Industry Product Data,"The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies. This dataset presents company, establishments, value of shipments, value of product shipments, percentage of product shipments of the total value of shipments, and percentage of distribution of value of product shipments.",2012.0,ecnipa,Aggregate,http://api.census.gov/data/2012/ecnipa/geography.html,http://api.census.gov/data/2012/ecnipa/variables.html,http://api.census.gov/data/2012/ecnipa/groups.html,http://api.census.gov/data/2012/ecnipa/sorts.html,http://api.census.gov/data/2012/ecnipa/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnipa,ecnipa,,,,,https://api.census.gov/data/id/ECNIPA2012,ECNIPA2012,ECNIPA2012,Has Example,No Sort,Has Geography
"Construction: Summary Series: General Summary: Value of Business Done for Kind-of-Business by Subsectors and Industries for U.S., Regions, and States: 2012","This dataset presents statistics for Construction: Value of Business Done for Kind-of-Business for the U.S., Regions, and States",2012.0,ecnkob,Aggregate,http://api.census.gov/data/2012/ecnkob/geography.html,http://api.census.gov/data/2012/ecnkob/variables.html,http://api.census.gov/data/2012/ecnkob/groups.html,http://api.census.gov/data/2012/ecnkob/sorts.html,http://api.census.gov/data/2012/ecnkob/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnkob,ecnkob,,,,,https://api.census.gov/data/id/ECNKOB2012,ECNKOB2012,ECNKOB2012,Has Example,No Sort,Has Geography
Other Services (Except Public Administration): Subject Series - Misc Subjects: Receipts from Labor Charges and Parts Installed for Repair and Maintenance Services for the U.S.: 2012,Other Services (Except Public Administration) : Subject Series - Misc Subjects: Receipts from Labor Charges and Parts Installed for Repair and Maintenance Services for the U.S.: 2012.,2012.0,ecnlabor,Aggregate,http://api.census.gov/data/2012/ecnlabor/geography.html,http://api.census.gov/data/2012/ecnlabor/variables.html,http://api.census.gov/data/2012/ecnlabor/groups.html,http://api.census.gov/data/2012/ecnlabor/sorts.html,http://api.census.gov/data/2012/ecnlabor/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlabor,ecnlabor,,,,,https://api.census.gov/data/id/ECNLABOR2012,ECNLABOR2012,ECNLABOR2012,Has Example,No Sort,Has Geography
Manufacturing: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012,Manufacturing: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012.,2012.0,ecnlifomfg,Aggregate,http://api.census.gov/data/2012/ecnlifomfg/geography.html,http://api.census.gov/data/2012/ecnlifomfg/variables.html,http://api.census.gov/data/2012/ecnlifomfg/groups.html,http://api.census.gov/data/2012/ecnlifomfg/sorts.html,http://api.census.gov/data/2012/ecnlifomfg/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlifomfg,ecnlifomfg,,,,,https://api.census.gov/data/id/ECNLIFOMFG2012,ECNLIFOMFG2012,ECNLIFOMFG2012,Has Example,No Sort,Has Geography
Mining: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012,Mining: Summary Series: General Summary: Inventories with LIFO Valuation by Subsector and Industries: 2012.,2012.0,ecnlifomine,Aggregate,http://api.census.gov/data/2012/ecnlifomine/geography.html,http://api.census.gov/data/2012/ecnlifomine/variables.html,http://api.census.gov/data/2012/ecnlifomine/groups.html,http://api.census.gov/data/2012/ecnlifomine/sorts.html,http://api.census.gov/data/2012/ecnlifomine/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlifomine,ecnlifomine,,,,,https://api.census.gov/data/id/ECNLIFOMINE2012,ECNLIFOMINE2012,ECNLIFOMINE2012,Has Example,No Sort,Has Geography
Management of Companies and Enterprises: Subject Series - Misc Subjects: Inventories with LIFO Valuation for the U.S.: 2012 and 2011,Management of Companies and Enterprises: Subject Series - Misc Subjects: Inventories with LIFO Valuation for the U.S.: 2012 and 2011.,2012.0,ecnlifoval,Aggregate,http://api.census.gov/data/2012/ecnlifoval/geography.html,http://api.census.gov/data/2012/ecnlifoval/variables.html,http://api.census.gov/data/2012/ecnlifoval/groups.html,http://api.census.gov/data/2012/ecnlifoval/sorts.html,http://api.census.gov/data/2012/ecnlifoval/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlifoval,ecnlifoval,,,,,https://api.census.gov/data/id/ECNLIFOVAL2012,ECNLIFOVAL2012,ECNLIFOVAL2012,Has Example,No Sort,Has Geography
Economic Census: Economic Census of the United States: Economic Census US Lines Data,"The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.This dataset presents data on major categories of products sold/services rendered for establishments of firms with payroll by kind of business.",2012.0,ecnlines,Aggregate,http://api.census.gov/data/2012/ecnlines/geography.html,http://api.census.gov/data/2012/ecnlines/variables.html,http://api.census.gov/data/2012/ecnlines/groups.html,http://api.census.gov/data/2012/ecnlines/sorts.html,http://api.census.gov/data/2012/ecnlines/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlines,ecnlines,,,,,https://api.census.gov/data/id/ECNLINES2012,ECNLINES2012,ECNLINES2012,Has Example,No Sort,Has Geography
Finance and Insurance: Subject Series - Misc Subjects: Type of Loan Services Income for the U.S.: 2012,Finance and Insurance: Subject Series - Misc Subjects: Type of Loan Services Income for the U.S.: 2012.,2012.0,ecnloan,Aggregate,http://api.census.gov/data/2012/ecnloan/geography.html,http://api.census.gov/data/2012/ecnloan/variables.html,http://api.census.gov/data/2012/ecnloan/groups.html,http://api.census.gov/data/2012/ecnloan/sorts.html,http://api.census.gov/data/2012/ecnloan/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnloan,ecnloan,,,,,https://api.census.gov/data/id/ECNLOAN2012,ECNLOAN2012,ECNLOAN2012,Has Example,No Sort,Has Geography
"Manufacturing: Subject Series: Location of Manufacturing Plants: Employment Size for Subsectors and Industries by U.S., State, County and Place: 2012","This dataset presents statistics for Manufacturing: Location of Manufacturing Establishments by Employment Size for the U.S., States, and Counties",2012.0,ecnlocmfg,Aggregate,http://api.census.gov/data/2012/ecnlocmfg/geography.html,http://api.census.gov/data/2012/ecnlocmfg/variables.html,http://api.census.gov/data/2012/ecnlocmfg/groups.html,http://api.census.gov/data/2012/ecnlocmfg/sorts.html,http://api.census.gov/data/2012/ecnlocmfg/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlocmfg,ecnlocmfg,,,,,https://api.census.gov/data/id/ECNLOCMFG2012,ECNLOCMFG2012,ECNLOCMFG2012,Has Example,No Sort,Has Geography
"Economic Census: Sector Statistics: Mining: Location of Mines by Employment Size for Subsectors and Industries for the U.S., States, and Offshore Areas","This dataset presents statistics for Mining: Location of Mines by Employment Size for Subsectors and Industries for the U.S., States, and Offshore Areas.",2012.0,ecnlocmine,Aggregate,http://api.census.gov/data/2012/ecnlocmine/geography.html,http://api.census.gov/data/2012/ecnlocmine/variables.html,http://api.census.gov/data/2012/ecnlocmine/groups.html,http://api.census.gov/data/2012/ecnlocmine/sorts.html,http://api.census.gov/data/2012/ecnlocmine/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnlocmine,ecnlocmine,,,,,https://api.census.gov/data/id/ECNLOCMINE2012,ECNLOCMINE2012,ECNLOCMINE2012,Has Example,No Sort,Has Geography
Wholesale Trade: Subject Series - Misc Subjects: Gross Margin and its Components for Merchant Wholesalers for the U.S.: 2012,Wholesale Trade: Subject Series - Misc Subjects: Gross Margin and its Components for Merchant Wholesalers for the U.S.: 2012.,2012.0,ecnmargin,Aggregate,http://api.census.gov/data/2012/ecnmargin/geography.html,http://api.census.gov/data/2012/ecnmargin/variables.html,http://api.census.gov/data/2012/ecnmargin/groups.html,http://api.census.gov/data/2012/ecnmargin/sorts.html,http://api.census.gov/data/2012/ecnmargin/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnmargin,ecnmargin,,,,,https://api.census.gov/data/id/ECNMARGIN2012,ECNMARGIN2012,ECNMARGIN2012,Has Example,No Sort,Has Geography
"Mining: Subject Series: Materials Summary: Selected Supplies, Minerals Received for Preparation, Purchased Machinery, and Fuels Consumed by Type of Industry: 2012","Mining: Subject Series: Materials Summary: Selected Supplies, Minerals Received for Preparation, Purchased Machinery, and Fuels Consumed by Type of Industry: 2012.",2012.0,ecnmatfuel,Aggregate,http://api.census.gov/data/2012/ecnmatfuel/geography.html,http://api.census.gov/data/2012/ecnmatfuel/variables.html,http://api.census.gov/data/2012/ecnmatfuel/groups.html,http://api.census.gov/data/2012/ecnmatfuel/sorts.html,http://api.census.gov/data/2012/ecnmatfuel/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnmatfuel,ecnmatfuel,,,,,https://api.census.gov/data/id/ECNMATFUEL2012,ECNMATFUEL2012,ECNMATFUEL2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Average Cost Per Meal for the U.S. and States: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Average Cost Per Meal for the U.S. and States: 2012.,2012.0,ecnmealcost,Aggregate,http://api.census.gov/data/2012/ecnmealcost/geography.html,http://api.census.gov/data/2012/ecnmealcost/variables.html,http://api.census.gov/data/2012/ecnmealcost/groups.html,http://api.census.gov/data/2012/ecnmealcost/sorts.html,http://api.census.gov/data/2012/ecnmealcost/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnmealcost,ecnmealcost,,,,,https://api.census.gov/data/id/ECNMEALCOST2012,ECNMEALCOST2012,ECNMEALCOST2012,Has Example,No Sort,Has Geography
Accommodation and Food Services: Subject Series - Misc Subjects: Principal Menu Type or Specialty for the U.S. and States: 2012,Accommodation and Food Services: Subject Series - Misc Subjects: Principal Menu Type or Specialty for the U.S. and States: 2012.,2012.0,ecnmenutype,Aggregate,http://api.census.gov/data/2012/ecnmenutype/geography.html,http://api.census.gov/data/2012/ecnmenutype/variables.html,http://api.census.gov/data/2012/ecnmenutype/groups.html,http://api.census.gov/data/2012/ecnmenutype/sorts.html,http://api.census.gov/data/2012/ecnmenutype/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2012/ecnmenutype,ecnmenutype,,,,,https://api.census.gov/data/id/ECNMENUTYPE2012,ECNMENUTYPE2012,ECNMENUTYPE2012,Has Example,No Sort,Has Geography
