dataset_name,year,title,description,identifier,contact,access_level,modified,publisher,references,keywords
acsse,2019,American Community Survey: Supplemental Estimates: ACS 1-Year Supplemental Estimates,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates, it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",https://api.census.gov/data/id/ACSSE2019,American Community Survey Office,public,2020-04-03 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2018,American Community Survey: 1-Year Estimates: Selected Population Profiles 1-Year,"Selected Population Profiles provide broad social, economic, and housing profiles for a large number of race, ethnic, ancestry, and country/region of birth groups. The data are presented as population counts for the total population and various subgroups and percentages.",https://api.census.gov/data/id/ACSSPP1Y2018,American Community Survey Office,public,2019-07-15 09:36:36.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2018,American Community Survey: 1-Year Estimates: Selected Population Profiles 1-Year,"Selected Population Profiles provide broad social, economic, and housing profiles for a large number of race, ethnic, ancestry, and country/region of birth groups. The data are presented as population counts for the total population and various subgroups and percentages.",https://api.census.gov/data/id/ACSSPP1Y2018,American Community Survey Office,public,2019-07-15 09:36:36.0,U.S. Census Bureau,https://www.census.gov/developers/,census
spp,2018,American Community Survey: 1-Year Estimates: Selected Population Profiles 1-Year,"Selected Population Profiles provide broad social, economic, and housing profiles for a large number of race, ethnic, ancestry, and country/region of birth groups. The data are presented as population counts for the total population and various subgroups and percentages.",https://api.census.gov/data/id/ACSSPP1Y2018,American Community Survey Office,public,2019-07-15 09:36:36.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2018,ACS 1-Year Subject Tables,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as population counts and percentages. There are over 16,000 variables in this dataset.",https://api.census.gov/data/id/ACSST1Y2018,American Community Survey Office,public,2019-07-15 09:36:47.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2018,ACS 1-Year Subject Tables,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as population counts and percentages. There are over 16,000 variables in this dataset.",https://api.census.gov/data/id/ACSST1Y2018,American Community Survey Office,public,2019-07-15 09:36:47.0,U.S. Census Bureau,https://www.census.gov/developers/,census
subject,2018,ACS 1-Year Subject Tables,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as population counts and percentages. There are over 16,000 variables in this dataset.",https://api.census.gov/data/id/ACSST1Y2018,American Community Survey Office,public,2019-07-15 09:36:47.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2017,ACS FLOWS,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". The Census Bureau provides flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",https://api.census.gov/data/id/ACSFLOWS2017,Journey to Work and Migration Statistics Branch,public,2019-08-20 10:12:55.0,U.S. Census Bureau,https://www.census.gov/developers/,census
flows,2017,ACS FLOWS,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". The Census Bureau provides flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",https://api.census.gov/data/id/ACSFLOWS2017,Journey to Work and Migration Statistics Branch,public,2019-08-20 10:12:55.0,U.S. Census Bureau,https://www.census.gov/developers/,census
pdb,2019,Census Planning Database: Block Group,"The PDB is a database of U.S. housing, demographic, socioeconomic and operational statistics based on select 2010 Decennial Census and select  5-year American Community Survey (ACS) estimates. Data are provided at the census block group level of geography. These data can be used for many purposes, including survey field operations planning",https://api.census.gov/data/id/PDBBLOCKGROUP2019,Planning Database questions,public,2019-08-29 09:28:06.0,U.S. Census Bureau,https://www.census.gov/developers/,census
blockgroup,2019,Census Planning Database: Block Group,"The PDB is a database of U.S. housing, demographic, socioeconomic and operational statistics based on select 2010 Decennial Census and select  5-year American Community Survey (ACS) estimates. Data are provided at the census block group level of geography. These data can be used for many purposes, including survey field operations planning",https://api.census.gov/data/id/PDBBLOCKGROUP2019,Planning Database questions,public,2019-08-29 09:28:06.0,U.S. Census Bureau,https://www.census.gov/developers/,census
cfsarea,2012,Economic Census: Economic Census of the United States: Commodity Flow Survey Geographic Area Data,"The Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Geographic Area Series.",https://api.census.gov/data/id/CFSAREA2012,Data User Outreach,public,2019-11-18 16:03:01.0,U.S. Census Bureau,https://www.census.gov/developers/,census
pdb,2019,Census Planning Database: Tract Level,No description provided by data sponsor,https://api.census.gov/data/id/PDBTRACT2019,Planning Database questions,public,2019-08-29 08:49:55.0,U.S. Census Bureau,https://www.census.gov/developers/,census
tract,2019,Census Planning Database: Tract Level,No description provided by data sponsor,https://api.census.gov/data/id/PDBTRACT2019,Planning Database questions,public,2019-08-29 08:49:55.0,U.S. Census Bureau,https://www.census.gov/developers/,census
dec,2010,Decennial Congressional District 116,The Congressional District Summary File contains data compiled from the questions asked of all people and about every housing unit in the 2010 Census.,https://api.census.gov/data/id/DECENNIALCD1162010,Census Bureau Call Center,public,2019-07-05 12:33:40.0,U.S. Census Bureau,https://www.census.gov/developers/,census
cd116,2010,Decennial Congressional District 116,The Congressional District Summary File contains data compiled from the questions asked of all people and about every housing unit in the 2010 Census.,https://api.census.gov/data/id/DECENNIALCD1162010,Census Bureau Call Center,public,2019-07-05 12:33:40.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2018,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Detail Tables contain the most detailed cross-tabulations published for areas 65k and more. The data are population counts. There are over 31,000 variables in this dataset.",https://api.census.gov/data/id/ACSDT1Y2018,American Community Survey Office,public,2019-06-25 15:57:36.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2018,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Detail Tables contain the most detailed cross-tabulations published for areas 65k and more. The data are population counts. There are over 31,000 variables in this dataset.",https://api.census.gov/data/id/ACSDT1Y2018,American Community Survey Office,public,2019-06-25 15:57:36.0,U.S. Census Bureau,https://www.census.gov/developers/,census
ecnbasic,2017,"Economic Census: Summary Statistics for the U.S., States, and Selected Geographies: 2017","This dataset provides industry statistics on number of firms; number of establishments; number of employees; payroll; and sales, value of shipments, or revenue by geographic area for establishments and firms with paid employees. Data are shown on a 2017 NAICS basis.  The statistics, NAICS levels, and the geographic areas covered vary by sector.",https://api.census.gov/data/id/ECNBASIC2017,Data User Outreach,public,2020-11-02 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2018,American Community Survey: 1-Year Estimates: Comparison Profiles 1-Year,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Comparison profiles are similar to data profiles but also include comparisons with past-year data. The current year data are compared with each of the last four years of data and include statistical significance testing. There are over 1,000 variables in this dataset.",https://api.census.gov/data/id/ACSCP1Y2018,American Community Survey Office,public,2019-07-15 09:36:24.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2018,American Community Survey: 1-Year Estimates: Comparison Profiles 1-Year,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Comparison profiles are similar to data profiles but also include comparisons with past-year data. The current year data are compared with each of the last four years of data and include statistical significance testing. There are over 1,000 variables in this dataset.",https://api.census.gov/data/id/ACSCP1Y2018,American Community Survey Office,public,2019-07-15 09:36:24.0,U.S. Census Bureau,https://www.census.gov/developers/,census
cprofile,2018,American Community Survey: 1-Year Estimates: Comparison Profiles 1-Year,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex. Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Comparison profiles are similar to data profiles but also include comparisons with past-year data. The current year data are compared with each of the last four years of data and include statistical significance testing. There are over 1,000 variables in this dataset.",https://api.census.gov/data/id/ACSCP1Y2018,American Community Survey Office,public,2019-07-15 09:36:24.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2018,ACS 1-Year Profile Tables,"The American Community Survey (ACS) is a uswide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. The data profiles provide key estimates for each of the topic areas covered by the ACS for the us, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the us, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",https://api.census.gov/data/id/ACSDP1Y2018,American Community Survey Office,public,2019-06-25 15:57:43.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2018,ACS 1-Year Profile Tables,"The American Community Survey (ACS) is a uswide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. The data profiles provide key estimates for each of the topic areas covered by the ACS for the us, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the us, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",https://api.census.gov/data/id/ACSDP1Y2018,American Community Survey Office,public,2019-06-25 15:57:43.0,U.S. Census Bureau,https://www.census.gov/developers/,census
profile,2018,ACS 1-Year Profile Tables,"The American Community Survey (ACS) is a uswide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. The data profiles provide key estimates for each of the topic areas covered by the ACS for the us, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the us, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",https://api.census.gov/data/id/ACSDP1Y2018,American Community Survey Office,public,2019-06-25 15:57:43.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2005,2005 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2005,American Community Survey Office,public,2019-11-22 11:58:26.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2005,2005 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2005,American Community Survey Office,public,2019-11-22 11:58:26.0,U.S. Census Bureau,https://www.census.gov/developers/,census
pumspr,2005,2005 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2005,American Community Survey Office,public,2019-11-22 11:58:26.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2006,2006 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2006,American Community Survey Office,public,2019-11-22 11:58:45.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2006,2006 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2006,American Community Survey Office,public,2019-11-22 11:58:45.0,U.S. Census Bureau,https://www.census.gov/developers/,census
pumspr,2006,2006 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2006,American Community Survey Office,public,2019-11-22 11:58:45.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2007,2007 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2007,American Community Survey Office,public,2019-11-22 11:58:49.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2007,2007 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2007,American Community Survey Office,public,2019-11-22 11:58:49.0,U.S. Census Bureau,https://www.census.gov/developers/,census
pumspr,2007,2007 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2007,American Community Survey Office,public,2019-11-22 11:58:49.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs,2008,2008 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2008,American Community Survey Office,public,2019-11-22 11:58:54.0,U.S. Census Bureau,https://www.census.gov/developers/,census
acs1,2008,2008 American Community Survey: 1-Year Estimates - Puerto Rico Public Use Microdata Sample,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of ""72"". The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2020, contain data on approximately one percent of the Puerto Rico population.",https://api.census.gov/data/id/ACSPUMS1YPR2008,American Community Survey Office,public,2019-11-22 11:58:54.0,U.S. Census Bureau,https://www.census.gov/developers/,census
