dataset_name,variable_name,label,concept,predicateType
cps/basic/jul,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jul,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/jul,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/jul,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/jul,A_SPOUSE,Demographic-line number,,int
cps/basic/jul,A_LKWK,Labor Force-looking for work,,int
cps/basic/jul,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/jul,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/jul,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/jul,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/jul,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/jul,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/jul,H_HHTYPE,Household-type of household,,int
cps/basic/jul,H_LIVQRT,Household-living quarters,,int
cps/basic/jul,A_PARENT,Demographic-line number,,int
cps/basic/jul,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/jul,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/jul,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/jul,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/jul,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/jul,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/jul,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/jul,HG_REG,Geography-region,,int
cps/basic/jul,A_PFHHAG,Demographic-age,,int
cps/basic/jul,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/jul,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/jul,A_VETWGT,Weight-veteran's weight,,int
cps/basic/jul,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/jul,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/jul,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/jul,A_FAMWGT,Weight-family weight,,int
cps/basic/jul,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/jul,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/jul,H_INTRV1,Household-interviewer code,,int
cps/basic/jul,H_INTRV2,Household-interviewer code,,int
cps/basic/jul,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/jul,H_INTRV3,Household-interviewer code,,int
cps/basic/jul,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jul,H_MIS,Household-month in sample,,int
cps/basic/jul,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/jul,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/jul,A_HGC,Grade Completed?,,int
cps/basic/jul,H_TYPERP,Household-type of reference person,,int
cps/basic/jul,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/jul,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/jul,H_TYPEBC,Household-type B/C,,int
cps/basic/jul,H_FARM,Household-farm/nonfarm,,int
cps/basic/jul,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/jun,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/jun,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/jun,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/jun,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/jun,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/jun,A_UNTYPE,Labor Force-reason,,int
cps/basic/jun,H_TENURE,Household-tenure,,int
cps/basic/jun,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/jun,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/jun,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/jun,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/jun,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/jun,A_AGE,Demographic-age,,int
cps/basic/jun,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/jun,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/jun,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/jun,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/jun,A_FAMNUM,Demographic-family number,,int
cps/basic/jun,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/jun,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/jun,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/jun,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/jun,HG_CMSA,Geography-CMSA code,,int
cps/basic/jun,A_EXPLF,Labor Force-employment status,,int
cps/basic/jun,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/jun,A_HRS1,Labor Force-total hours worked,,int
cps/basic/jun,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/jun,A_RACE,Demographic-race,,int
cps/basic/jun,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/jun,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/jun,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/jun,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/jun,H_ID,Household-unique household identifier,,string
cps/basic/jun,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/jun,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/jun,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/jun,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/jun,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/jun,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/jun,A_HSCOL,School Enrollment-institution,,int
cps/basic/jun,A_PFREL,Demographic-primary family relationship,,int
cps/basic/jun,AXRACE,Demographic-race (allocation flag),,int
cps/basic/jun,A_ANYWK,Labor Force-work,,int
cps/basic/jun,A_EMP,Labor Force-employed persons,,int
cps/basic/jun,H_TIMINT,Household-time of interview,,int
cps/basic/jun,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/jun,H_TYPINT,Household-type interview,,int
cps/basic/jun,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/jun,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/jun,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/jun,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/jun,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/jun,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/jun,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/jun,A_SEX,Demographic-sex,,int
cps/basic/jun,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/jun,H_DAYCMP,Household-day interview complete,,int
cps/basic/jun,HG_MSSZ,Geography-MSA size,,int
cps/basic/jun,H_FAMINC,Household-family income,,int
cps/basic/jun,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/jun,A_PFSIZE,Demographic-size,,int
cps/basic/jun,H_MONTH,Household-month of survey,,int
cps/basic/jun,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/jun,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/jun,A_WHYNA,Labor Force-why not,,int
cps/basic/jun,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/jun,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/jun,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/jun,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/jun,A_ERNEL,Earnings-eligibility,,int
cps/basic/jun,H_CPSCHK,Household-interviewer check item,,int
cps/basic/jun,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/jun,H_TELAVL,Household-telephone available,,int
cps/basic/jun,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/jun,HXAREASN,Household-reason (allocation flag),,int
cps/basic/jun,A_MTHD6,Labor Force-nothing,,int
cps/basic/jun,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/jun,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/jun,A_FAMREL,Demographic-family relationship,,int
cps/basic/jun,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/jun,A_MTHD7,Labor Force-other,,int
cps/basic/jun,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/jun,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/jun,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/jun,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/jun,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/jun,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/jun,A_MTHD3,Labor Force-employer,,int
cps/basic/jun,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/jun,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/jun,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/jun,A_WANTJB,Labor Force-want regular job,,int
cps/basic/jun,A_RECTYP,Demographic-record type,,int
cps/basic/jun,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/jun,HG_MSAC,Geography-FIPS code,,int
cps/basic/jun,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/jun,HG_MSAR,Geography-rank,,int
cps/basic/jun,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/jun,A_RRP,Demographic-relationship to reference person,,int
cps/basic/jun,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/jun,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/jun,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/jun,A_PFWS,Labor Force-wage and salary,,int
cps/basic/jun,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/jun,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/jun,HG_MSAS,Geography-MSA status,,int
cps/basic/jun,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/jun,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/jun,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/jun,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/jun,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/jun,H_SEASON,Household-seasonal status,,int
cps/basic/jun,H_STATUS,Household-status change,,int
cps/basic/jun,H_TYPE,Household-household type,,int
cps/basic/jun,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/jun,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/jun,AXAGE,Demographic-age (allocation flag),,int
cps/basic/jun,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/jun,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/jun,A_MARITL,Demographic-marital status,,int
cps/basic/jun,A_PFNOER,Earnings-number of earners,,int
cps/basic/jun,A_REORGN,Demographic-origin,,int
cps/basic/jun,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/jun,HG_PMSA,Geography-PMSA rank,,int
cps/basic/jun,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/jun,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/jun,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/jun,A_LINENO,Demographic-line number,,int
cps/basic/jun,A_JOBABS,Labor Force-absence from job,,int
cps/basic/jun,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/jun,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/jun,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/jun,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/jun,H_NUMFAM,Household-number of families,,int
cps/basic/jun,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/jun,A_AVAIL,Labor Force-available job,,int
cps/basic/jun,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/jun,H_PRSCNT,Household-number of contacts,,int
cps/basic/jun,H_NUMPER,Household-number of persons,,int
cps/basic/jun,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/jun,HXARACE,Household-race (allocation flag),,int
cps/basic/jun,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/jun,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/jun,H_AREASN,Household-reason,,int
cps/basic/jun,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/jun,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/jun,A_FAMTYP,Demographic-family type,,int
cps/basic/jun,H_OCCINT,Household-unit occupancy,,int
cps/basic/jun,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/jun,H_HHWGT,Household-household weight,,int
cps/basic/jun,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/jun,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/jun,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/jun,A_FNLWGT,Weight-adults final weight,,int
cps/basic/jun,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/jun,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/jun,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/jun,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/jun,A_VET,Demographic-veteran status,,int
cps/basic/jun,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/jun,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/jun,H_TELHHD,Household-telephone in household,,int
cps/basic/jun,A_PTREA,Labor Force-reasons,,int
cps/basic/jun,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/jun,H_TELCNT,Household-number of contacts,,int
cps/basic/jun,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/jun,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/jun,A_PAYABS,Labor Force-paid absences,,int
cps/basic/jun,H_HHNUM,Household-household number,,int
cps/basic/jun,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/jun,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/jun,A_WHYNL8,Labor Force-school/training,,int
cps/basic/jun,A_WHYNL9,Labor Force-ill health,,int
cps/basic/jun,A_WHYNLB,Labor Force-don't know,,int
cps/basic/jun,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/jun,A_WHYNLA,Labor Force-other,,int
cps/basic/jun,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/jun,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/jun,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/jun,A_WHYNL1,Labor Force-no work available,,int
cps/basic/jun,A_WHYNL6,Labor Force-child care,,int
cps/basic/jun,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/jun,A_WHYNL4,Labor Force-age,,int
cps/basic/jun,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/jun,A_MAJACT,Labor Force-activities last week,,int
cps/basic/jun,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/jun,H_MSTIND,Household-master segment tape index,,int
cps/basic/jun,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/jun,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/jun,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/jun,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jun,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/jun,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/jun,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/jun,A_SPOUSE,Demographic-line number,,int
cps/basic/jun,A_LKWK,Labor Force-looking for work,,int
cps/basic/jun,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/jun,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/jun,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/jun,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/jun,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/jun,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/jun,H_HHTYPE,Household-type of household,,int
cps/basic/jun,H_LIVQRT,Household-living quarters,,int
cps/basic/jun,A_PARENT,Demographic-line number,,int
cps/basic/jun,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/jun,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/jun,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/jun,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/jun,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/jun,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/jun,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/jun,HG_REG,Geography-region,,int
cps/basic/jun,A_PFHHAG,Demographic-age,,int
cps/basic/jun,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/jun,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/jun,A_VETWGT,Weight-veteran's weight,,int
cps/basic/jun,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/jun,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/jun,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/jun,A_FAMWGT,Weight-family weight,,int
cps/basic/jun,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/jun,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/jun,H_INTRV1,Household-interviewer code,,int
cps/basic/jun,H_INTRV2,Household-interviewer code,,int
cps/basic/jun,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/jun,H_INTRV3,Household-interviewer code,,int
cps/basic/jun,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jun,H_MIS,Household-month in sample,,int
cps/basic/jun,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/jun,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/jun,A_HGC,Grade Completed?,,int
cps/basic/jun,H_TYPERP,Household-type of reference person,,int
cps/basic/jun,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/jun,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/jun,H_TYPEBC,Household-type B/C,,int
cps/basic/jun,H_FARM,Household-farm/nonfarm,,int
cps/basic/jun,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/mar,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/mar,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/mar,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/mar,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/mar,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/mar,A_UNTYPE,Labor Force-reason,,int
cps/basic/mar,H_TENURE,Household-tenure,,int
cps/basic/mar,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/mar,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/mar,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/mar,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/mar,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/mar,A_AGE,Demographic-age,,int
cps/basic/mar,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/mar,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/mar,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/mar,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/mar,A_FAMNUM,Demographic-family number,,int
cps/basic/mar,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/mar,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/mar,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/mar,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/mar,HG_CMSA,Geography-CMSA code,,int
cps/basic/mar,A_EXPLF,Labor Force-employment status,,int
cps/basic/mar,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/mar,A_HRS1,Labor Force-total hours worked,,int
cps/basic/mar,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/mar,A_RACE,Demographic-race,,int
cps/basic/mar,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/mar,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/mar,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/mar,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/mar,H_ID,Household-unique household identifier,,string
cps/basic/mar,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/mar,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/mar,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/mar,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/mar,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/mar,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/mar,A_HSCOL,School Enrollment-institution,,int
cps/basic/mar,A_PFREL,Demographic-primary family relationship,,int
cps/basic/mar,AXRACE,Demographic-race (allocation flag),,int
cps/basic/mar,A_ANYWK,Labor Force-work,,int
cps/basic/mar,A_EMP,Labor Force-employed persons,,int
cps/basic/mar,H_TIMINT,Household-time of interview,,int
cps/basic/mar,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/mar,H_TYPINT,Household-type interview,,int
cps/basic/mar,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/mar,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/mar,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/mar,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/mar,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/mar,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/mar,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/mar,A_SEX,Demographic-sex,,int
cps/basic/mar,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/mar,H_DAYCMP,Household-day interview complete,,int
cps/basic/mar,HG_MSSZ,Geography-MSA size,,int
cps/basic/mar,H_FAMINC,Household-family income,,int
cps/basic/mar,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/mar,A_PFSIZE,Demographic-size,,int
cps/basic/mar,H_MONTH,Household-month of survey,,int
cps/basic/mar,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/mar,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/mar,A_WHYNA,Labor Force-why not,,int
cps/basic/mar,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/mar,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/mar,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/mar,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/mar,A_ERNEL,Earnings-eligibility,,int
cps/basic/mar,H_CPSCHK,Household-interviewer check item,,int
cps/basic/mar,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/mar,H_TELAVL,Household-telephone available,,int
cps/basic/mar,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/mar,HXAREASN,Household-reason (allocation flag),,int
cps/basic/mar,A_MTHD6,Labor Force-nothing,,int
cps/basic/mar,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/mar,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/mar,A_FAMREL,Demographic-family relationship,,int
cps/basic/mar,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/mar,A_MTHD7,Labor Force-other,,int
cps/basic/mar,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/mar,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/mar,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/mar,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/mar,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/mar,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/mar,A_MTHD3,Labor Force-employer,,int
cps/basic/mar,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/mar,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/mar,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/mar,A_WANTJB,Labor Force-want regular job,,int
cps/basic/mar,A_RECTYP,Demographic-record type,,int
cps/basic/mar,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/mar,HG_MSAC,Geography-FIPS code,,int
cps/basic/mar,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/mar,HG_MSAR,Geography-rank,,int
cps/basic/mar,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/mar,A_RRP,Demographic-relationship to reference person,,int
cps/basic/mar,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/mar,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/mar,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/mar,A_PFWS,Labor Force-wage and salary,,int
cps/basic/mar,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/mar,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/mar,HG_MSAS,Geography-MSA status,,int
cps/basic/mar,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/mar,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/mar,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/mar,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/mar,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/mar,H_SEASON,Household-seasonal status,,int
cps/basic/mar,H_STATUS,Household-status change,,int
cps/basic/mar,H_TYPE,Household-household type,,int
cps/basic/mar,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/mar,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/mar,AXAGE,Demographic-age (allocation flag),,int
cps/basic/mar,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/mar,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/mar,A_MARITL,Demographic-marital status,,int
cps/basic/mar,A_PFNOER,Earnings-number of earners,,int
cps/basic/mar,A_REORGN,Demographic-origin,,int
cps/basic/mar,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/mar,HG_PMSA,Geography-PMSA rank,,int
cps/basic/mar,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/mar,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/mar,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/mar,A_LINENO,Demographic-line number,,int
cps/basic/mar,A_JOBABS,Labor Force-absence from job,,int
cps/basic/mar,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/mar,HXCPSCHK,Household-interviewer check item (allocation flag),,int
